登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-19,2022-05-20,8304,あおぞら銀行,2618,0.8,8.5,0.62,なし
2022-05-19,2022-05-20,5706,三井金属鉱業,3285,-57.3,6.5,0.78,なし
2022-05-19,2022-05-20,0000,日経平均株価,26402.84,0,0,0,なし
