登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-16,2022/06/17,2502,アサヒ,4350,-63.6,15.0,1.13,12月末日
2022-06-16,2022/06/17,0000,日経平均株価,26431.20,0,0,0,なし
