登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-07,2022/07/08,7276,小糸製作所,4375,-98.2,15.3,1.19,なし
2022-07-07,2022/07/08,4324,電通グループ,4165,-30.4,11.9,1.28,なし
2022-07-07,2022/07/08,4403,日油,5150,43.1,16.7,1.90,なし
2022-07-07,2022/07/08,6268,ナブテスコ,3365,32.8,17.3,1.72,なし
2022-07-07,2022/07/08,5232,住友大阪セメント,3575,4.6,18.0,0.61,なし
2022-07-07,2022/07/08,0000,日経平均株価,26490.53,0,0,0,なし
