登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-05,2022/07/06,6586,マキタ,3400.0,-34.0,15.6,1.24,3月末日
2022-07-05,2022/07/06,4324,電通グループ,4205,-34.6,12.0,1.29,なし
2022-07-05,2022/07/06,8309,三井住友トラ,4306,68.1,8.4,0.59,なし
2022-07-05,2022/07/06,0000,日経平均株価,26423.47,0,0,0,なし
