登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-03,2022/06/06,2871,ニチレイ,2311,-9.3,14.1,1.42,なし
2022-06-03,2022/06/06,4324,電通グループ,4415,-130.8,12.8,1.36,なし
2022-06-03,2022/06/06,9001,東武鉄道,2948,-16.8,34.2,1.36,3月末日・9月末日
2022-06-03,2022/06/06,5021,コスモＨＤ,3670,60.8,3.3,0.67,なし
2022-06-03,2022/06/06,0000,日経平均株価,27761.57,0,0,0,なし
