登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-08,2022/06/09,9513,Ｊパワー,2230,50.5,6.1,0.45,なし
2022-06-08,2022/06/09,0000,日経平均株価,28234.29,0,0,0,なし
