登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-27,2022/06/28,5233,太平洋セメント,2025,4.3,－,0.46,なし
2022-06-27,2022/06/28,6268,ナブテスコ,3420,29.1,17.5,1.75,なし
2022-06-27,2022/06/28,6005,三浦工業,2808,-45.3,20.9,1.98,なし
2022-06-27,2022/06/28,6586,マキタ,3454.0,-68.6,15.9,1.26,3月末日
2022-06-27,2022/06/28,1925,大和ハウス工業,3122.0,-24.4,9.4,1.01,3月末日
2022-06-27,2022/06/28,0000,日経平均株価,26871.27,0,0,0,なし
