登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-10,2022/06/13,9531,東京ガス,2714,50.5,12.9,0.97,なし
2022-06-10,2022/06/13,0000,日経平均株価,27824.29,0,0,0,なし
