登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-04-27,2022-04-28,8766,東京海上,6894,-74.5,11.4,1.16,なし
2022-04-27,2022-04-28,3088,マツキヨココ,4325,-26.4,17.4,1.31,3月末日・9月末日
2022-04-27,2022-04-28,9989,サンドラッグ,2983,-34.6,13.6,1.62,3月末日
2022-04-27,2022-04-28,8252,丸井グループ,2252,-0.5,27.3,1.68,3月末日・9月末日
2022-04-27,2022-04-28,0000,日経平均株価,26386.63,0,0,0,なし
