登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-13,2022/06/14,4578,大塚ホールディングス,4457,18.5,16.6,1.17,12月末日
2022-06-13,2022/06/14,0000,日経平均株価,26987.44,0,0,0,なし
