登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-12,2022-05-13,7013,ＩＨＩ,3235,14.0,12.2,1.28,なし
2022-05-12,2022-05-13,5201,ＡＧＣ,4880,0.5,9.4,0.78,なし
2022-05-12,2022-05-13,7259,アイシン,3805,-99.7,8.2,0.58,なし
2022-05-12,2022-05-13,0000,日経平均株価,25748.72,0,0,0,なし
