登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-21,2022/06/22,7912,大日本印刷,2987,15.3,12.0,0.73,なし
2022-06-21,2022/06/22,9042,阪急阪神,3645,25.4,25.1,1.01,3月末日・9月末日
2022-06-21,2022/06/22,8316,三井住友ＦＧ,4052,26.1,7.6,0.46,なし
2022-06-21,2022/06/22,9001,東武鉄道,3025,14.0,35.1,1.39,3月末日・9月末日
2022-06-21,2022/06/22,2502,アサヒ,4354,-49.6,15.1,1.13,12月末日
2022-06-21,2022/06/22,0000,日経平均株価,26246.31,0,0,0,なし
