登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-31,2022/06/01,2331,綜合警備保障,3565,-20.4,12.1,1.20,なし
2022-05-31,2022/06/01,3116,トヨタ紡織,2087,33.9,7.5,1.01,なし
2022-05-31,2022/06/01,5019,出光興産,3500,11.0,6.3,0.74,なし
2022-05-31,2022/06/01,6361,荏原製作所,5550,-160.9,11.1,1.61,なし
2022-05-31,2022/06/01,7270,ＳＵＢＡＲＵ,2227.5,59.0,12.2,0.90,なし
2022-05-31,2022/06/01,0000,日経平均株価,27279.80,0,0,0,なし
