登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-08,2022/07/11,6728,アルバック,4755,-201.4,13.0,1.30,なし
2022-07-08,2022/07/11,6479,ミネベアミツミ,2329,-27.7,12.4,1.76,なし
2022-07-08,2022/07/11,6326,クボタ,2095.0,-85.1,14.1,1.41,なし
2022-07-08,2022/07/11,6923,スタンレー電気,2296,-27.8,14.9,0.85,なし
2022-07-08,2022/07/11,9104,商船三井,3130,-104.5,2.3,0.89,3月末日・9月末日
2022-07-08,2022/07/11,6856,堀場製作所,6040,-179.4,10.0,1.21,なし
2022-07-08,2022/07/11,0000,日経平均株価,26517.19,0,0,0,なし
