登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-04,2022/07/05,9104,商船三井,3095,-95.6,2.2,0.88,3月末日・9月末日
2022-07-04,2022/07/05,0000,日経平均株価,26153.81,0,0,0,なし
