登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-16,2022-05-17,8316,三井住友ＦＧ,3902,-21.7,7.3,0.44,なし
2022-05-16,2022-05-17,0000,日経平均株価,26547.05,0,0,0,なし
