登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-12,2022/07/13,1928,積水ハウス,2362.5,8.5,10.0,1.04,1月末日
2022-07-12,2022/07/13,0000,日経平均株価,26336.66,0,0,0,なし
