登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-07-25,2022/07/26,5021,コスモＨＤ,3585,-89.7,3.0,0.62,なし
2022-07-25,2022/07/26,2871,ニチレイ,2418,21.4,14.8,1.48,なし
2022-07-25,2022/07/26,5332,ＴＯＴＯ,4520,23.8,18.5,1.89,3月末日
2022-07-25,2022/07/26,9001,東武鉄道,3120,4.2,36.2,1.44,3月末日・9月末日
2022-07-25,2022/07/26,0000,日経平均株価,27699.25,0,0,0,なし
