登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-26,2022/06/27,6701,ＮＥＣ,5230,-29.5,12.4,0.94,なし
2022-06-26,2022/06/27,8830,住友不動産,3605.0,43.2,10.7,1.05,なし
2022-06-26,2022/06/27,3291,飯田ＧＨＤ,2035,1.8,6.2,0.63,3月末日
2022-06-26,2022/06/27,3088,マツキヨココ,5380,55.5,21.7,1.64,3月末日・9月末日
2022-06-26,2022/06/27,3382,セブン＆アイ,5324,-80.2,19.6,1.58,なし
2022-06-26,2022/06/27,5332,ＴＯＴＯ,4475,-45.4,18.3,1.87,3月末日
2022-06-26,2022/06/27,0000,日経平均株価,26491.97,0,0,0,なし
