登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-27,2022-05-28,9989,サンドラッグ,2767,-59.2,13.4,1.47,3月末日
2022-05-27,2022-05-28,7269,スズキ,3718.0,-51.4,13.4,0.96,なし
2022-05-27,2022-05-28,8750,第一生命ＨＤ,2582.0,-10.6,9.3,0.60,なし
2022-05-27,2022-05-28,4403,日油,4655,-62.3,15.2,1.73,なし
2022-05-27,2022-05-28,3291,飯田ＧＨＤ,2065,-27.4,6.3,0.64,3月末日
2022-05-27,2022-05-28,0000,日経平均株価,26781.68,0,0,0,なし
