登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-07,2022/06/08,5334,日本特殊陶業,2577,106.4,7.5,1.02,なし
2022-06-07,2022/06/08,6701,ＮＥＣ,5340,6.6,12.7,0.96,なし
2022-06-07,2022/06/08,6586,マキタ,3558.0,-76.7,16.4,1.29,3月末日
2022-06-07,2022/06/08,5232,住友大阪セメント,3275,-133.9,16.5,0.56,なし
2022-06-07,2022/06/08,0000,日経平均株価,27943.95,0,0,0,なし
