登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-05-26,2022-05-27,4403,日油,4655,-62.3,15.2,1.73,なし
2022-05-26,2022-05-27,3291,飯田ＧＨＤ,2065,-27.4,6.3,0.64,3月末日
2022-05-26,2022-05-27,0000,日経平均株価,26604.84,0,0,0,なし
