登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-30,2022/07/01,2670,エービーシー・マート,6000,81.4,23.7,1.75,なし
2022-06-30,2022/07/01,9104,商船三井,3105,-82.9,2.2,0.88,3月末日・9月末日
2022-06-30,2022/07/01,0000,日経平均株価,26393.04,0,0,0,なし
