登録日,1営業日日付,銘柄コード,銘柄名,株価,MACD,PER,PBR,権利落日
2022-06-18,2022/06/20,2269,明治ホールディングス,6450,-69.1,14.5,1.35,3月末日
2022-06-18,2022/06/20,2229,カルビー,2466,4.0,20.5,1.82,なし
2022-06-18,2022/06/20,9142,ＪＲ九州,2734,17.8,17.5,1.11,3月末日
2022-06-18,2022/06/20,2264,森永乳業,4550,-115.4,13.0,1.00,9月末日
2022-06-18,2022/06/20,0000,日経平均株価,25963.00,0,0,0,なし
